Battery,Cycle,Fade_percentage,Current_capacity,Nominal_capacity,SOH,Capacity,Ambient_temperature,Voltage_mean,Voltage_max,Temperature_mean,Temperature_max,Time_at_max_temp,Discharge_duration
B0007,126,30,1.4,2,0.1985,0.1985,24,0.2732,0.4181,0.6384,0.6604,0.1961,2900.422
B0007,127,30,1.4,2,0.1883,0.1883,24,0.2617,0.4014,0.6343,0.6515,0.1859,2901.375
B0007,128,30,1.4,2,0.1874,0.1874,24,0.2491,0.3906,0.5984,0.6223,0.1749,2901.187
B0007,129,30,1.4,2,0.1774,0.1774,24,0.204,0.4194,0.5806,0.6769,0.1752,2891.64
B0007,130,30,1.4,2,0.1673,0.1673,24,0.2136,0.404,0.5836,0.6559,0.1656,2882.906
B0007,131,30,1.4,2,0.1678,0.1678,24,0.2236,0.3645,0.5996,0.6279,0.1441,2883.265
B0007,132,30,1.4,2,0.156,0.156,24,0.1841,0.4179,0.5844,0.6695,0.1543,2882.969
B0007,134,30,1.4,2,0.1991,0.1991,24,0.28,0.6982,0.7829,0.6857,0.186,2901.25
B0007,135,30,1.4,2,0.1664,0.1664,24,0.2349,0.5734,0.7236,0.6771,0.1645,2891.703
B0007,136,30,1.4,2,0.1563,0.1563,24,0.1786,0.3844,0.6526,0.6833,0.1548,2883.016
B0007,137,30,1.4,2,0.146,0.146,24,0.1554,0.3531,0.5617,0.6471,0.1442,2873.453
B0007,138,30,1.4,2,0.1463,0.1463,24,0.2055,0.3612,0.6898,0.6569,0.1338,2874.031
B0007,139,30,1.4,2,0.1357,0.1357,24,0.1896,0.4098,0.7799,0.7305,0.1344,2874.234
B0007,140,30,1.4,2,0.125,0.125,24,0.1775,0.3923,0.6909,0.6799,0.1237,2864.984
B0007,141,30,1.4,2,0.1146,0.1146,24,0.1435,0.3677,0.5789,0.6202,0.1136,2855.093
B0007,142,30,1.4,2,0.1038,0.1038,24,0.1383,0.3345,0.53,0.5819,0.1027,2855.625
B0007,143,30,1.4,2,0.1043,0.1043,24,0.1477,0.3715,0.6461,0.6607,0.1027,2855.594
B0007,144,30,1.4,2,0.0945,0.0945,24,0.1589,0.3723,0.6607,0.625,0.0934,2847.437
B0007,145,30,1.4,2,0.0944,0.0944,24,0.0943,0.4158,0.5827,0.6588,0.0935,2847.36
B0007,146,30,1.4,2,0.0834,0.0834,24,0.0726,0.3334,0.4896,0.6043,0.0825,2837.328
B0007,147,30,1.4,2,0.073,0.073,24,0.0899,0.3482,0.4644,0.5614,0.072,2837.281
B0007,148,30,1.4,2,0.0741,0.0741,24,0.0871,0.3093,0.5913,0.6433,0.0621,2838.515
B0007,149,30,1.4,2,0.0731,0.0731,24,0.073,0.3844,0.5949,0.6819,0.0722,2828.328
B0007,151,30,1.4,2,0.1361,0.1361,24,0.1975,0.6312,0.6052,0.5819,0.1234,2864.547
B0007,152,30,1.4,2,0.1048,0.1048,24,0.1259,0.2984,0.6163,0.6498,0.1035,2846.39
B0007,153,30,1.4,2,0.0952,0.0952,24,0.1438,0.3416,0.5509,0.5545,0.0833,2837.969
B0007,154,30,1.4,2,0.0843,0.0843,24,0.1257,0.3789,0.5284,0.5452,0.0725,2838.156
B0007,155,30,1.4,2,0.0635,0.0635,24,0.1073,0.3138,0.507,0.5439,0.0625,2829.843
B0007,156,30,1.4,2,0.0639,0.0639,24,0.0491,0.2948,0.5165,0.6222,0.0632,2829.625
B0007,157,30,1.4,2,0.0526,0.0526,24,0.0835,0.3425,0.51,0.5614,0.0517,2819.437
B0007,158,30,1.4,2,0.0522,0.0522,24,0.0847,0.2991,0.4948,0.5301,0.0409,2819.579
B0007,159,30,1.4,2,0.0424,0.0424,24,0.0376,0.2857,0.5026,0.6057,0.042,2810.672
B0007,160,30,1.4,2,0.0324,0.0324,24,0.0705,0.3647,0.5226,0.5593,0.032,2811.485
B0007,161,30,1.4,2,0.0329,0.0329,24,0.02,0.2501,0.5452,0.6447,0.0327,2802.422
B0007,162,30,1.4,2,0.0212,0.0212,24,0.0554,0.3031,0.5595,0.5868,0.0212,2801.625
B0007,163,30,1.4,2,0.0215,0.0215,24,0.008,0.2759,0.5428,0.6353,0.0214,2802.031
B0007,164,30,1.4,2,0.0117,0.0117,24,0.0367,0.3182,0.5353,0.585,0.0117,2793.39
B0007,165,30,1.4,2,0.012,0.012,24,0.0,0.2801,0.5727,0.6548,0.0119,2793.39
B0007,166,30,1.4,2,0.0,0.0,24,0.0324,0.2254,0.5805,0.6016,0.0,2792.485
B0007,168,30,1.4,2,0.0652,0.0652,24,0.1525,0.8606,0.7225,0.5412,0.0637,2820.39
B0018,1,30,1.4,2,1.0,1.0,24,0.8059,0.4852,0.8699,0.6901,1.0,3434.891
B0018,2,30,1.4,2,0.977,0.977,24,0.8768,0.3416,0.9489,0.7092,0.9777,3425.485
B0018,3,30,1.4,2,0.97,0.97,24,0.9099,0.5445,0.6323,0.4606,0.9714,3410.375
B0018,4,30,1.4,2,0.9527,0.9527,24,0.9046,0.5506,0.3741,0.2756,0.9536,3404.719
B0018,5,30,1.4,2,0.9566,0.9566,24,0.9529,0.6501,0.9637,0.7336,0.9561,3417.641
B0018,6,30,1.4,2,0.9485,0.9485,24,0.9766,0.708,1.0,0.7193,0.949,3411.766
B0018,7,30,1.4,2,0.9342,0.9342,24,1.0,0.6901,0.7977,0.506,0.9236,3399.516
B0018,8,30,1.4,2,0.9225,0.9225,24,0.9737,0.688,0.6173,0.4005,0.9111,3388.75
B0018,9,30,1.4,2,0.9013,0.9013,24,0.9608,0.5162,0.5252,0.3659,0.9006,3380.406
B0018,10,30,1.4,2,0.9379,0.9379,24,0.9574,0.8316,0.5358,0.4595,0.9384,3404.141
B0018,11,30,1.4,2,0.9166,0.9166,24,0.9771,0.7262,0.7344,0.5394,0.9171,3396.141
B0018,12,30,1.4,2,0.9021,0.9021,24,0.9759,0.6843,0.6292,0.4155,0.8918,3384.094
B0018,13,30,1.4,2,0.8752,0.8752,24,0.9667,0.6305,0.412,0.2295,0.8645,3370.656
B0018,14,30,1.4,2,0.8608,0.8608,24,0.9398,0.5005,0.228,0.1336,0.8495,3357.797
B0018,15,30,1.4,2,0.8559,0.8559,24,0.9386,1.0,0.3765,0.3026,0.8542,3363.015
B0018,16,30,1.4,2,0.837,0.837,24,0.9392,0.6818,0.7023,0.5244,0.8359,3357.734
B0018,17,30,1.4,2,0.8319,0.8319,24,0.9537,0.7318,0.7374,0.5033,0.8206,3344.187
B0018,18,30,1.4,2,0.8028,0.8028,24,0.9391,0.6315,0.5258,0.3114,0.791,3339.969
B0018,19,30,1.4,2,0.7883,0.7883,24,0.8786,0.4313,0.2519,0.166,0.7766,3327.641
B0018,20,30,1.4,2,0.7717,0.7717,24,0.8556,0.7556,0.073,0.0674,0.7713,3312.844
B0018,21,30,1.4,2,0.7597,0.7597,24,0.8619,0.726,0.0,0.0,0.7465,3302.031
B0018,22,30,1.4,2,0.7151,0.7151,24,0.8044,0.2621,0.0773,0.0614,0.7129,3305.547
B0018,23,30,1.4,2,0.7207,0.7207,24,0.8259,0.4769,0.0571,0.0416,0.7066,3289.562
B0018,24,30,1.4,2,0.713,0.713,24,0.8198,0.4955,0.0116,0.002,0.6994,3283.797
B0018,25,30,1.4,2,0.7942,0.7942,24,0.8519,0.6228,0.0633,0.1069,0.7816,3325.235
B0018,26,30,1.4,2,0.7622,0.7622,24,0.8535,0.6734,0.4549,0.4028,0.76,3317.547
B0018,27,30,1.4,2,0.7417,0.7417,24,0.8912,0.5772,0.6837,0.4892,0.7279,3311.766
B0018,28,30,1.4,2,0.7215,0.7215,24,0.8641,0.6234,0.6668,0.4741,0.7076,3305.218
B0018,29,30,1.4,2,0.697,0.697,24,0.8007,0.4366,0.5547,0.4584,0.6951,3295.453
B0018,30,30,1.4,2,0.6868,0.6868,24,0.8225,0.6796,0.4645,0.3378,0.6722,3287.0
B0018,31,30,1.4,2,0.6632,0.6632,24,0.8086,0.6374,0.496,0.3839,0.6478,3276.922
B0018,32,30,1.4,2,0.6536,0.6536,24,0.7879,0.6441,0.662,0.543,0.6379,3268.687
B0018,33,30,1.4,2,0.6313,0.6313,24,0.7753,0.4769,0.7595,0.5882,0.6156,3260.594
B0018,34,30,1.4,2,0.6151,0.6151,24,0.7403,0.3093,0.6331,0.5179,0.5993,3258.812
B0018,35,30,1.4,2,0.5977,0.5977,24,0.7273,0.6749,0.5214,0.4627,0.6066,3243.422
B0018,36,30,1.4,2,0.5793,0.5793,24,0.6661,0.6557,0.4619,0.4872,0.5895,3236.515
B0018,37,30,1.4,2,0.5576,0.5576,24,0.7055,0.4914,0.4505,0.3947,0.5526,3230.734
B0018,38,30,1.4,2,0.5469,0.5469,24,0.6549,0.6339,0.6158,0.6095,0.5414,3222.093
B0018,39,30,1.4,2,0.5311,0.5311,24,0.6267,0.2966,0.6812,0.662,0.5387,3220.344
B0018,40,30,1.4,2,0.6518,0.6518,24,0.6947,0.6228,0.3397,0.4189,0.6496,3250.75
B0018,41,30,1.4,2,0.5998,0.5998,24,0.7229,0.3303,0.4555,0.3802,0.5845,3239.344
B0018,42,30,1.4,2,0.5668,0.5668,24,0.6589,0.5979,0.3634,0.3745,0.5766,3222.25
B0018,43,30,1.4,2,0.5358,0.5358,24,0.6174,0.5197,0.2674,0.3432,0.5317,3206.157
B0018,44,30,1.4,2,0.5251,0.5251,24,0.6222,0.54,0.1547,0.23,0.5081,3197.969
B0018,45,30,1.4,2,0.495,0.495,24,0.5887,0.5277,0.1464,0.2516,0.5028,3181.625
B0018,46,30,1.4,2,0.7504,0.7504,24,0.7633,0.5113,0.2466,0.1349,0.7502,3302.36
B0018,47,30,1.4,2,0.7306,0.7306,24,0.8032,0.6176,0.3141,0.142,0.7186,3285.812
B0018,48,30,1.4,2,0.6903,0.6903,24,0.7983,0.619,0.2724,0.1426,0.6771,3260.016
B0018,49,30,1.4,2,0.6552,0.6552,24,0.7619,0.5984,0.2576,0.1657,0.6413,3240.031
B0018,50,30,1.4,2,0.6219,0.6219,24,0.7305,0.4285,0.2217,0.1535,0.6059,3232.265
B0018,51,30,1.4,2,0.6331,0.6331,24,0.7821,0.5462,0.5733,0.3902,0.618,3232.031
B0018,52,30,1.4,2,0.595,0.595,24,0.7182,0.5821,0.5571,0.4425,0.5921,3209.515
B0018,53,30,1.4,2,0.554,0.554,24,0.7236,0.3488,0.4507,0.3005,0.5377,3196.125
B0018,54,30,1.4,2,0.5275,0.5275,24,0.6491,0.4557,0.3744,0.3268,0.5228,3172.562
B0018,55,30,1.4,2,0.515,0.515,24,0.6432,0.5778,0.345,0.3209,0.5099,3172.735
B0018,56,30,1.4,2,0.6471,0.6471,24,0.6774,0.7831,0.3683,0.2981,0.633,3238.109
B0018,57,30,1.4,2,0.5825,0.5825,24,0.7293,0.7194,0.4876,0.3583,0.5668,3191.063
B0018,58,30,1.4,2,0.5296,0.5296,24,0.6587,0.5779,0.489,0.4083,0.5253,3165.828
B0018,59,30,1.4,2,0.4885,0.4885,24,0.6138,0.2612,0.4463,0.4017,0.4831,3140.407
B0018,60,30,1.4,2,0.4778,0.4778,24,0.6126,0.3612,0.3858,0.3485,0.4596,3131.922
B0018,61,30,1.4,2,0.4651,0.4651,24,0.6109,0.6181,0.3616,0.3373,0.4464,3121.109
B0018,62,30,1.4,2,0.4341,0.4341,24,0.5614,0.6405,0.4591,0.4745,0.4279,3105.265
B0018,63,30,1.4,2,0.4175,0.4175,24,0.5741,0.552,0.4505,0.4171,0.398,3091.25
B0018,64,30,1.4,2,0.3875,0.3875,24,0.5284,0.4876,0.4551,0.4703,0.3939,3076.703
B0018,65,30,1.4,2,0.3718,0.3718,24,0.4935,0.3176,0.414,0.4895,0.3644,3062.328
B0018,66,30,1.4,2,0.3708,0.3708,24,0.485,0.6173,0.3713,0.4457,0.377,3050.563
B0018,67,30,1.4,2,0.3526,0.3526,24,0.5018,0.5913,0.3247,0.4017,0.3313,3034.672
B0018,68,30,1.4,2,0.322,0.322,24,0.4186,0.3502,0.3465,0.4738,0.3266,3031.25
B0018,69,30,1.4,2,0.312,0.312,24,0.4074,0.5236,0.3503,0.4971,0.3166,3011.343
B0018,70,30,1.4,2,0.3022,0.3022,24,0.3661,0.3023,0.3432,0.5342,0.3069,3003.0
B0018,71,30,1.4,2,0.3743,0.3743,24,0.4587,0.4071,0.4223,0.5569,0.3808,3045.187
B0018,72,30,1.4,2,0.3557,0.3557,24,0.4798,0.5558,0.5861,0.6172,0.3483,3028.469
B0018,73,30,1.4,2,0.3116,0.3116,24,0.3863,0.2035,0.6035,0.6468,0.3166,3012.937
B0018,74,30,1.4,2,0.2945,0.2945,24,0.4012,0.4662,0.5631,0.6434,0.2993,2998.875
B0018,75,30,1.4,2,0.2768,0.2768,24,0.3854,0.4567,0.468,0.5812,0.2816,2983.547
B0018,76,30,1.4,2,0.2718,0.2718,24,0.3728,0.4944,0.4575,0.5875,0.2624,2966.86
B0018,77,30,1.4,2,0.2577,0.2577,24,0.3807,0.4095,0.5134,0.6089,0.2341,2954.797
B0018,78,30,1.4,2,0.247,0.247,24,0.3317,0.5296,0.6424,0.7603,0.2373,2945.735
B0018,79,30,1.4,2,0.2277,0.2277,24,0.2973,0.4855,0.5849,0.7469,0.2316,2941.375
B0018,80,30,1.4,2,0.2078,0.2078,24,0.2538,0.1322,0.4867,0.6772,0.2115,2923.953
B0018,81,30,1.4,2,0.2174,0.2174,24,0.2913,0.9253,0.369,0.5766,0.2214,2921.031
B0018,82,30,1.4,2,0.1975,0.1975,24,0.286,0.4542,0.4319,0.6106,0.1866,2902.75
B0018,83,30,1.4,2,0.1911,0.1911,24,0.2959,0.4718,0.5795,0.7158,0.1662,2897.875
B0018,84,30,1.4,2,0.1704,0.1704,24,0.2701,0.4725,0.6759,0.7962,0.159,2892.094
B0018,85,30,1.4,2,0.1631,0.1631,24,0.2636,0.2655,0.6022,0.7285,0.1382,2886.921
B0018,86,30,1.4,2,0.2505,0.2505,24,0.2907,0.3951,0.5374,0.6893,0.256,2942.531
B0018,87,30,1.4,2,0.217,0.217,24,0.2633,0.4347,0.5958,0.735,0.2219,2912.469
B0018,88,30,1.4,2,0.198,0.198,24,0.2602,0.4506,0.4816,0.6254,0.1883,2895.594
B0018,89,30,1.4,2,0.1699,0.1699,24,0.1751,0.3889,0.4318,0.676,0.1741,2884.406
B0018,90,30,1.4,2,0.1448,0.1448,24,0.2084,0.0178,0.2939,0.5029,0.1196,2873.766
B0018,91,30,1.4,2,0.2209,0.2209,24,0.2764,0.8716,0.5853,0.7222,0.1975,2893.375
B0018,92,30,1.4,2,0.1698,0.1698,24,0.216,0.3338,0.6691,0.8053,0.1736,2884.984
B0018,93,30,1.4,2,0.153,0.153,24,0.2006,0.3649,0.7306,0.8554,0.1564,2870.234
B0018,94,30,1.4,2,0.145,0.145,24,0.1872,0.4125,0.7517,0.8753,0.1487,2864.11
B0018,95,30,1.4,2,0.1257,0.1257,24,0.1281,0.1389,0.6703,0.8731,0.1283,2846.64
B0018,96,30,1.4,2,0.1311,0.1311,24,0.1476,0.3453,0.6679,0.8643,0.1346,2839.532
B0018,97,30,1.4,2,0.1086,0.1086,24,0.1302,0.3848,0.6879,0.8684,0.1114,2832.703
B0018,98,30,1.4,2,0.1022,0.1022,24,0.163,0.3794,0.6939,0.8323,0.0759,2827.078
B0018,99,30,1.4,2,0.094,0.094,24,0.1603,0.4055,0.7497,0.8664,0.0674,2821.531
B0018,100,30,1.4,2,0.073,0.073,24,0.1062,0.2109,0.7415,0.9091,0.0758,2805.156
B0018,101,30,1.4,2,0.0853,0.0853,24,0.1455,0.3361,0.6942,0.8316,0.0591,2814.906
B0018,102,30,1.4,2,0.057,0.057,24,0.0586,0.1517,0.7147,0.9113,0.0584,2801.156
B0018,103,30,1.4,2,0.0628,0.0628,24,0.1058,0.3871,0.7702,0.911,0.0503,2794.187
B0018,104,30,1.4,2,0.0523,0.0523,24,0.1089,0.2843,0.8046,0.9286,0.0249,2785.391
B0018,105,30,1.4,2,0.0305,0.0305,24,0.0393,0.0294,0.812,0.9985,0.0319,2779.5
B0018,106,30,1.4,2,0.2323,0.2323,24,0.2903,0.3789,0.1728,0.3957,0.2251,2899.234
B0018,107,30,1.4,2,0.2122,0.2122,24,0.2858,0.4057,0.4766,0.6026,0.1897,2894.922
B0018,108,30,1.4,2,0.1889,0.1889,24,0.2894,0.4276,0.6728,0.7129,0.1665,2888.25
B0018,109,30,1.4,2,0.1699,0.1699,24,0.2637,0.4287,0.5949,0.6704,0.1494,2873.906
B0018,110,30,1.4,2,0.1435,0.1435,24,0.2323,0.2925,0.4949,0.606,0.1198,2847.406
B0018,111,30,1.4,2,0.1417,0.1417,24,0.1991,0.3693,0.4078,0.5745,0.1201,2849.281
B0018,112,30,1.4,2,0.1126,0.1126,24,0.2008,0.2203,0.4954,0.6332,0.1029,2833.688
B0018,113,30,1.4,2,0.1056,0.1056,24,0.1669,0.3035,0.7239,0.8573,0.1097,2826.453
B0018,114,30,1.4,2,0.0953,0.0953,24,0.1811,0.3874,0.9559,1.0,0.0847,2818.312
B0018,115,30,1.4,2,0.0875,0.0875,24,0.177,0.2205,0.8555,0.9092,0.0629,2812.719
B0018,116,30,1.4,2,0.0918,0.0918,24,0.1194,0.9527,0.6288,0.8227,0.0974,2803.5
B0018,117,30,1.4,2,0.0684,0.0684,24,0.1248,0.2971,0.5336,0.6909,0.0584,2783.25
B0018,118,30,1.4,2,0.046,0.046,24,0.0543,0.2749,0.4597,0.7003,0.0354,2776.391
B0018,119,30,1.4,2,0.0349,0.0349,24,0.0393,0.3466,0.415,0.6653,0.0397,2766.516
B0018,120,30,1.4,2,0.0101,0.0101,24,0.0,0.0,0.3142,0.5922,0.0,2751.516
B0018,121,30,1.4,2,0.1669,0.1669,24,0.2201,0.8505,0.1919,0.4221,0.1446,2848.859
B0018,122,30,1.4,2,0.1272,0.1272,24,0.193,0.2381,0.4356,0.5802,0.1191,2840.016
B0018,123,30,1.4,2,0.102,0.102,24,0.1461,0.3542,0.5254,0.6826,0.0936,2817.375
B0018,124,30,1.4,2,0.0918,0.0918,24,0.1712,0.3329,0.487,0.6027,0.0682,2809.234
B0018,125,30,1.4,2,0.0567,0.0567,24,0.1063,0.0724,0.4506,0.6336,0.0626,2791.187
B0018,126,30,1.4,2,0.0752,0.0752,24,0.1367,0.2102,0.436,0.6018,0.0503,2794.016
B0018,127,30,1.4,2,0.0537,0.0537,24,0.0767,0.2046,0.6209,0.8227,0.059,2774.719
B0018,128,30,1.4,2,0.0422,0.0422,24,0.103,0.301,0.8934,0.9876,0.0466,2777.844
B0018,129,30,1.4,2,0.0435,0.0435,24,0.1686,0.2119,0.9883,0.9697,0.0179,2781.125
B0018,131,30,1.4,2,0.0267,0.0267,24,0.0293,0.2019,0.7412,0.9175,0.0326,2753.25
B0018,132,30,1.4,2,0.0,0.0,24,0.032,0.2511,0.6111,0.7978,0.0047,2742.843
B0033,11,20,1.6,2,0.7827,0.7827,24,0.0509,0.9098,0.2344,0.2501,0.9133,3226.078
B0033,12,20,1.6,2,0.8373,0.8373,24,0.0988,0.5436,0.2507,0.2314,0.9111,3224.5
B0033,13,20,1.6,2,0.7447,0.7447,24,0.3478,0.9151,0.1626,0.1853,0.8786,3222.188
B0033,14,20,1.6,2,0.7026,0.7026,24,0.3865,0.8543,0.1327,0.1743,0.9004,3216.546
B0033,15,20,1.6,2,0.6952,0.6952,24,0.6067,0.7746,0.0865,0.1069,0.8641,3211.859
B0033,16,20,1.6,2,0.7439,0.7439,24,0.5622,0.8872,0.1775,0.1574,0.8539,3215.859
B0033,17,20,1.6,2,0.8377,0.8377,24,0.6253,0.2453,0.3067,0.1782,0.8896,3225.125
B0033,18,20,1.6,2,0.9071,0.9071,24,0.6405,0.9992,0.4503,0.1957,0.9299,3234.343
B0033,19,20,1.6,2,0.8081,0.8081,24,0.835,0.9497,0.1659,0.079,0.8613,3218.25
B0033,20,20,1.6,2,0.7366,0.7366,24,0.8988,0.9783,0.0459,0.0201,0.8218,3203.5
B0033,21,20,1.6,2,0.7232,0.7232,24,0.8827,1.0,0.0,0.0,0.81,3194.39
B0033,23,20,1.6,2,1.0,1.0,24,0.3902,0.6111,0.3123,0.2244,1.0,3252.985
B0033,24,20,1.6,2,0.9235,0.9235,24,0.5113,0.8879,0.1697,0.1736,0.9549,3245.25
B0033,25,20,1.6,2,0.8802,0.8802,24,0.6477,0.8651,0.1306,0.152,0.9125,3235.031
B0033,26,20,1.6,2,0.8702,0.8702,24,0.8259,0.8311,0.1165,0.1151,0.8703,3228.141
B0033,27,20,1.6,2,0.8809,0.8809,24,0.6665,0.8127,0.195,0.1906,0.8841,3217.875
B0033,28,20,1.6,2,0.9043,0.9043,24,0.7568,0.5935,0.2588,0.1856,0.8746,3220.219
B0033,29,20,1.6,2,0.8557,0.8557,24,0.7775,0.8213,0.2095,0.1672,0.8593,3210.234
B0033,30,20,1.6,2,0.8386,0.8386,24,0.7474,0.8189,0.1253,0.1574,0.8434,3210.546
B0033,31,20,1.6,2,0.7912,0.7912,24,0.9342,0.8157,0.0473,0.0817,0.7963,3200.969
B0033,32,20,1.6,2,0.8032,0.8032,24,0.8049,0.7943,0.112,0.138,0.809,3188.625
B0033,33,20,1.6,2,0.8275,0.8275,24,0.9018,0.5458,0.1864,0.1427,0.8015,3191.735
B0033,34,20,1.6,2,0.8085,0.8085,24,0.9732,0.8063,0.1471,0.1216,0.7828,3190.313
B0033,35,20,1.6,2,0.7585,0.7585,24,0.9126,0.8025,0.0783,0.1204,0.7684,3182.156
B0033,36,20,1.6,2,0.7385,0.7385,24,0.9772,0.8048,0.066,0.1045,0.7477,3180.156
B0033,37,20,1.6,2,0.7215,0.7215,24,1.0,0.7538,0.0729,0.1039,0.7309,3171.953
B0033,38,20,1.6,2,0.804,0.804,24,0.9701,0.5856,0.3882,0.2489,0.783,3192.172
B0033,39,20,1.6,2,0.8227,0.8227,24,0.9362,0.7893,0.5452,0.3342,0.803,3194.735
B0033,40,20,1.6,2,0.7965,0.7965,24,0.9634,0.8045,0.4312,0.2886,0.7775,3178.75
B0033,41,20,1.6,2,0.7108,0.7108,24,0.9882,0.7951,0.2085,0.1965,0.7246,3165.359
B0033,42,20,1.6,2,0.6945,0.6945,24,0.9366,0.8058,0.1453,0.1854,0.7099,3155.25
B0033,44,20,1.6,2,0.8614,0.8614,24,0.735,0.5721,0.6195,0.4188,0.8469,3199.485
B0033,45,20,1.6,2,0.8011,0.8011,24,0.9427,0.7994,0.4535,0.3222,0.7869,3196.015
B0033,47,20,1.6,2,0.9232,0.9232,24,0.594,0.5679,0.4938,0.3323,0.911,3198.0
B0033,48,20,1.6,2,0.8337,0.8337,24,0.6511,0.7588,0.346,0.3022,0.8552,3183.516
B0033,49,20,1.6,2,0.7814,0.7814,24,0.8138,0.7977,0.2641,0.2563,0.8036,3183.797
B0033,50,20,1.6,2,0.7914,0.7914,24,0.7469,0.7606,0.4042,0.3312,0.814,3191.516
B0033,51,20,1.6,2,0.8375,0.8375,24,0.7322,0.7892,0.6076,0.4016,0.8266,3189.985
B0033,52,20,1.6,2,0.8165,0.8165,24,0.7875,0.5585,0.5715,0.3955,0.806,3189.734
B0033,53,20,1.6,2,0.7635,0.7635,24,0.8734,0.7758,0.4025,0.3125,0.7533,3176.016
B0033,54,20,1.6,2,0.7382,0.7382,24,0.9078,0.7312,0.3619,0.2931,0.7276,3171.36
B0033,55,20,1.6,2,0.719,0.719,24,0.9234,0.7589,0.364,0.2845,0.7095,3170.843
B0033,56,20,1.6,2,0.7263,0.7263,24,0.8768,0.7483,0.4555,0.3469,0.7175,3164.672
B0033,57,20,1.6,2,0.7776,0.7776,24,0.8777,0.4731,0.6642,0.4598,0.7347,3177.453
B0033,58,20,1.6,2,0.7525,0.7525,24,0.9612,0.7504,0.5895,0.4083,0.7095,3172.375
B0033,59,20,1.6,2,0.6268,0.6268,24,0.9253,0.7023,0.3199,0.3184,0.6547,3158.406
B0033,60,20,1.6,2,0.6015,0.6015,24,0.9107,0.7327,0.2629,0.2997,0.6301,3141.578
B0033,61,20,1.6,2,0.5756,0.5756,24,0.9304,0.7299,0.2211,0.2828,0.6043,3138.187
B0033,62,20,1.6,2,0.6556,0.6556,24,0.8878,0.4792,0.5426,0.4384,0.651,3157.969
B0033,63,20,1.6,2,0.6787,0.6787,24,0.8863,0.7387,0.7473,0.5413,0.6756,3159.281
B0033,64,20,1.6,2,0.6449,0.6449,24,0.9227,0.7338,0.5961,0.4734,0.6405,3150.375
B0033,65,20,1.6,2,0.5474,0.5474,24,0.9113,0.7128,0.3254,0.3595,0.5409,3134.078
B0033,66,20,1.6,2,0.5232,0.5232,24,0.9197,0.6862,0.2735,0.3379,0.5167,3129.797
B0033,68,20,1.6,2,0.8355,0.8355,24,0.2904,0.4912,0.7502,0.5918,0.8028,3196.859
B0033,69,20,1.6,2,0.7439,0.7439,24,0.6453,0.6759,0.5313,0.442,0.7087,3171.906
B0033,70,20,1.6,2,0.6538,0.6538,24,0.6436,0.6633,0.3653,0.3996,0.6557,3160.843
B0033,71,20,1.6,2,0.6134,0.6134,24,0.6773,0.6693,0.3089,0.359,0.6143,3147.141
B0033,72,20,1.6,2,0.5861,0.5861,24,0.6814,0.6517,0.2693,0.3642,0.587,3141.203
B0033,73,20,1.6,2,0.634,0.634,24,0.5619,0.5404,0.5996,0.5415,0.6366,3151.047
B0033,74,20,1.6,2,0.6818,0.6818,24,0.5699,0.577,0.8039,0.6512,0.6482,3159.172
B0033,75,20,1.6,2,0.6182,0.6182,24,0.6787,0.6295,0.5167,0.489,0.584,3141.047
B0033,76,20,1.6,2,0.5555,0.5555,24,0.5895,0.6186,0.3651,0.4515,0.5593,3135.031
B0033,77,20,1.6,2,0.5293,0.5293,24,0.5853,0.6071,0.2982,0.4148,0.5319,3117.984
B0033,78,20,1.6,2,0.4979,0.4979,24,0.4987,0.5536,0.3339,0.4729,0.5403,3125.328
B0033,79,20,1.6,2,0.509,0.509,24,0.6093,0.5963,0.3327,0.4392,0.5134,3120.172
B0033,80,20,1.6,2,0.4854,0.4854,24,0.612,0.5723,0.2693,0.417,0.4901,3116.641
B0033,81,20,1.6,2,0.4577,0.4577,24,0.5326,0.5981,0.347,0.4636,0.5005,3110.844
B0033,82,20,1.6,2,0.4251,0.4251,24,0.6379,0.598,0.272,0.4171,0.4679,3101.406
B0033,83,20,1.6,2,0.4391,0.4391,24,0.6887,0.3736,0.2649,0.4077,0.4445,3099.563
B0033,84,20,1.6,2,0.4426,0.4426,24,0.6211,0.5942,0.2932,0.4192,0.4492,3104.64
B0033,85,20,1.6,2,0.4145,0.4145,24,0.5613,0.5766,0.3155,0.4701,0.46,3099.875
B0033,86,20,1.6,2,0.3863,0.3863,24,0.5932,0.5362,0.2794,0.4339,0.4311,3093.25
B0033,87,20,1.6,2,0.3941,0.3941,24,0.5107,0.5549,0.3464,0.4893,0.4402,3086.688
B0033,88,20,1.6,2,0.4046,0.4046,24,0.6196,0.5224,0.2984,0.4505,0.4131,3094.281
B0033,89,20,1.6,2,0.3758,0.3758,24,0.5023,0.5271,0.3486,0.497,0.4239,3088.328
B0033,90,20,1.6,2,0.4227,0.4227,24,0.5106,0.5421,0.4823,0.5644,0.433,3095.687
B0033,91,20,1.6,2,0.4286,0.4286,24,0.5754,0.5296,0.6087,0.6239,0.44,3102.062
B0033,92,20,1.6,2,0.4343,0.4343,24,0.617,0.5341,0.6929,0.6703,0.4453,3107.141
B0033,93,20,1.6,2,0.3721,0.3721,24,0.4521,0.5328,0.4301,0.5762,0.4226,3090.719
B0033,94,20,1.6,2,0.3023,0.3023,24,0.4189,0.5034,0.3278,0.5272,0.3918,3069.812
